Isolate	YearMonth	year	month	species	final genotype	name	confidence	num QRDR	parC_S80I	gyrA_S83L	gyrA_S83A	gyrA_D87G	gyrA_D87N	gyrA_D87Y	ESBL	Quinolone	Other antimicrobial	Trimethoprim	Quinolone/Triclosan	Streptomycin	Sulfonamide	Tetracycline	Macrolide	Gentamicin	Chloramphenicol	Beta-lactamase (not ESBL or carbapenemase)	Beta-lactamase (unknown spectrum)	ESBL (AmpC type)	NC_007385_plasmid_cover	NC_009345_plasmid_cover	NC_009346_plasmid_cover	NC_009347_plasmid_cover	pKSR100_plasmid_cover	ipaH	VIRULENCE_PLASMID	CLUSTER	SEROTYPE	O_ANTIGEN	H_ANTIGEN
AUSMDU00028554	2019_04	2019	4	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	blaCTX-M-15	"gyrA_S83L,parC_S80I,qnrS1"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	<10%	30-39%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00028555	2019_04	2019	4	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	aadA1	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	>90%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00028797	2019_04	2019	4	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029296	2019_04	2019	4	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	aadA5	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029307	2019_04	2019	4	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	blaCTX-M-27	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	"tet(A),tet(B)"	NA	NA	NA	NA	NA	NA	<10%	>90%	20-29%	>90%	70-79%	+	0	CSS	SS	NA	NA
AUSMDU00029227	2019_04	2019	4	S. sonnei	3.6.4	Central Asia III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00028869	2019_04	2019	4	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00028876	2019_04	2019	4	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	aadA1	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	>90%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00028907	2019_04	2019	4	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00028923	2019_04	2019	4	S. sonnei	3.6.1.1.1	CipR.SEA	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00028924	2019_04	2019	4	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00028925	2019_04	2019	4	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00028928	2019_04	2019	4	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00028932	2019_04	2019	4	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	sul1	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029067	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029073	2019_05	2019	5	S. sonnei	2.7.3	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	aph(6)-Id	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	70-79%	<10%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00029079	2019_04	2019	4	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029085	2019_04	2019	4	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029046	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029138	2019_05	2019	5	S. sonnei	2.4.2	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	aph(6)-Id	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	70-79%	<10%	<10%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00029344	2019_05	2019	5	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	0	1	0	NA	"gyrA_D87N,gyrA_S83L,parC_S80I"	sat2	dfrA1*	NA	aph(3'')-Ib*	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00029345	2019_04	2019	4	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	NA	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00029347	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029348	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029418	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029421	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029423	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029424	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029428	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029452	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029458	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029531	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029678	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)*	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSP12	O111:H45	O111	H45
AUSMDU00029679	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	70-79%	>90%	20-29%	>90%	>90%	+	38	CSS	SS	SS	NA
AUSMDU00029680	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029718	2019_05	2019	5	S. sonnei	3.6.3	Central Asia III	strong	1	0	0	0	0	0	1	blaCTX-M-15	"gyrA_D87Y,qnrS1"	sat2	dfrA1	NA	aph(3'')-Ib*	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	70-79%	+	0	CSS	SS	NA	NA
AUSMDU00029770	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)*	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029773	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00030155	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00030156	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00029999	2019_05	2019	5	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)*	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00030020	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA14"	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	"tet(A),tet(B)"	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	>90%	20-29%	>90%	70-79%	+	0	CSS	SS	NA	NA
AUSMDU00030232	2019_06	2019	6	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00030237	2019_06	2019	6	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00030373	2019_06	2019	6	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)*	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00030374	2019_06	2019	6	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00030375	2019_06	2019	6	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(6)-Id"	sul2	tet(A)*	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00030376	2019_06	2019	6	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	aadA1	NA	NA	NA	NA	NA	NA	NA	NA	70-79%	<10%	>90%	>90%	20-29%	+	38	CSS	SS	SS	NA
AUSMDU00030383	2019_06	2019	6	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00030384	2019_06	2019	6	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00030387	2019_06	2019	6	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00030388	2019_06	2019	6	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00030389	2019_06	2019	6	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00030409	2019_06	2019	6	S. sonnei	3.6.1	CipR_parent	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	dfrA1*	NA	aph(3'')-Ib*	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00030490	2019_06	2019	6	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA14"	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	NA	"tet(A),tet(B)"	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	>90%	20-29%	>90%	70-79%	+	0	CSS	SS	NA	NA
AUSMDU00030530	2019_06	2019	6	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	0	1	0	NA	"gyrA_D87N,gyrA_S83L,parC_S80I"	sat2	dfrA1*	NA	aph(6)-Id	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00030798	2019_06	2019	6	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA14"	gyrA_D87G	aph(3'')-Ib*	sul2	"tet(A),tet(B)"	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	>90%	20-29%	>90%	70-79%	+	0	CSS	SS	NA	NA
AUSMDU00031043	2019_06	2019	6	S. sonnei	3.7.26	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	aadA1	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00031149	2019_05	2019	5	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00031854	2019_07	2019	7	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00031855	2019_07	2019	7	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	aadA5	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00031866	2019_07	2019	7	S. sonnei	3.6.1.1.1	CipR.SEA	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	aph(3'')-Ib*	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00031970	2019_07	2019	7	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00032090	2019_07	2019	7	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00032220	2019_07	2019	7	S. sonnei	3.6.3	Central Asia III	strong	1	0	0	0	0	0	1	blaCTX-M-15	"gyrA_D87Y,qnrS1"	sat2	"dfrA1,dfrA17"	NA	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	mph(A)	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00032223	2019_07	2019	7	S. sonnei	3.6.3	Central Asia III	strong	1	0	0	0	0	0	1	blaCTX-M-15	"gyrA_D87Y,qnrS1"	sat2	"dfrA1,dfrA17"	NA	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	mph(A)	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	80-89%	+	0	CSS	SS	NA	NA
